panel,umbral_gris,area_gris,rojizo_en_mascara,area_cromatica_d0,area_cromatica_d5,area_cromatica_d10,area_cromatica_d15,area_cromatica_d20
1973,146,41.76303021631394,29.25841716759585,17.294709868754797,14.782970642177967,13.637014009027174,12.150262100183404,10.598472924986018
2007,130,31.574170124481327,65.9835728952772,1.8568464730290457,1.329097510373444,1.1968360995850624,1.1177385892116183,1.016597510373444
