caso,sigma,secuencia,radio,semilla,dice,objetos_ok
A,2.0,ap>ci,3,29,0.9446714869537881,0
A,2.0,ap>ci,5,29,0.9765853658536585,1
A,2.0,ci>ap,3,29,0.9443746071653049,0
A,2.0,ci>ap,5,29,0.9691985163683277,1
B,1.0,ninguna,5,0,0.9293078055964654,0
B,1.0,apertura,3,0,0.9308280678417027,0
B,1.0,apertura,5,0,0.9184672518568535,0
B,1.0,cierre,3,0,0.9786770428015564,0
B,1.0,cierre,5,0,0.981155486622722,0
B,1.0,ap>ci,3,0,0.9776682826035127,1
B,1.0,ap>ci,5,0,0.9818066258838484,1
B,1.0,ci>ap,3,0,0.9863529411764705,1
B,1.0,ci>ap,5,0,0.9895955565986075,1
B,2.0,ninguna,5,0,0.9670696786509704,1
B,2.0,apertura,3,0,0.9657151969382873,1
B,2.0,apertura,5,0,0.9632594252781558,1
B,2.0,cierre,3,0,0.9827748199185719,1
B,2.0,cierre,5,0,0.9865065127525154,1
B,2.0,ap>ci,3,0,0.9820321694782268,1
B,2.0,ap>ci,5,0,0.9865414710485133,1
B,2.0,ci>ap,3,0,0.9830003916960439,1
B,2.0,ci>ap,5,0,0.9872765592069316,1
B,1.0,ninguna,5,1,0.9366083009079118,0
B,1.0,apertura,3,1,0.9390213714002805,0
B,1.0,apertura,5,1,0.9276040795853536,0
B,1.0,cierre,3,1,0.9807841314117465,0
B,1.0,cierre,5,1,0.9807290457394938,0
B,1.0,ap>ci,3,1,0.9817865061767501,1
B,1.0,ap>ci,5,1,0.9795561212314056,1
B,1.0,ci>ap,3,1,0.9900664841611263,1
B,1.0,ci>ap,5,1,0.991083998122947,1
B,2.0,ninguna,5,1,0.979504966104367,1
B,2.0,apertura,3,1,0.9793952790716034,1
B,2.0,apertura,5,1,0.9779714738510301,1
B,2.0,cierre,3,1,0.9889097157138395,1
B,2.0,cierre,5,1,0.9892271662763467,1
B,2.0,ap>ci,3,1,0.9887359198998749,1
B,2.0,ap>ci,5,1,0.9877570240150683,1
B,2.0,ci>ap,3,1,0.9895279774929665,1
B,2.0,ci>ap,5,1,0.9904642801313116,1
B,1.0,ninguna,5,2,0.9365750528541226,0
B,1.0,apertura,3,2,0.9387552690304984,1
B,1.0,apertura,5,2,0.9249874139956369,0
B,1.0,cierre,3,2,0.9816456680665734,0
B,1.0,cierre,5,2,0.9816912335143522,0
B,1.0,ap>ci,3,2,0.9804699904731661,1
B,1.0,ap>ci,5,2,0.9810750636132316,1
B,1.0,ci>ap,3,2,0.9903476418425803,1
B,1.0,ci>ap,5,2,0.9905268926642136,1
B,2.0,ninguna,5,2,0.9699284009546539,1
B,2.0,apertura,3,2,0.9698080140205528,1
B,2.0,apertura,5,2,0.9647587701693827,1
B,2.0,cierre,3,2,0.9836734693877551,1
B,2.0,cierre,5,2,0.9874902267396404,1
B,2.0,ap>ci,3,2,0.9834931614526018,1
B,2.0,ap>ci,5,2,0.9848067385656931,1
B,2.0,ci>ap,3,2,0.983974862529458,1
B,2.0,ci>ap,5,2,0.988029105703779,1
B,1.0,ninguna,5,3,0.9308073827140418,0
B,1.0,apertura,3,3,0.9328023892483823,0
B,1.0,apertura,5,3,0.9203093476798924,0
B,1.0,cierre,3,3,0.9787728540440037,0
B,1.0,cierre,5,3,0.976981306967403,0
B,1.0,ap>ci,3,3,0.981069306930693,1
B,1.0,ap>ci,5,3,0.9813625188357522,1
B,1.0,ci>ap,3,3,0.989038521766364,1
B,1.0,ci>ap,5,3,0.9879706295891267,1
B,2.0,ninguna,5,3,0.9743427304402914,0
B,2.0,apertura,3,3,0.9734878552151135,1
B,2.0,apertura,5,3,0.9691890166028098,1
B,2.0,cierre,3,3,0.9874189263108542,0
B,2.0,cierre,5,3,0.9878896788811626,0
B,2.0,ap>ci,3,3,0.9874725963044159,1
B,2.0,ap>ci,5,3,0.9855459544383346,1
B,2.0,ci>ap,3,3,0.9879593432369038,1
B,2.0,ci>ap,5,3,0.9886603581762727,1
B,1.0,ninguna,5,4,0.934339745150556,0
B,1.0,apertura,3,4,0.9388025140588819,1
B,1.0,apertura,5,4,0.9266247379454927,0
B,1.0,cierre,3,4,0.9780228314048304,0
B,1.0,cierre,5,4,0.9769963596932848,0
B,1.0,ap>ci,3,4,0.9763101220387652,1
B,1.0,ap>ci,5,4,0.9787777245891176,1
B,1.0,ci>ap,3,4,0.9890006285355123,1
B,1.0,ci>ap,5,4,0.9898736164534108,1
B,2.0,ninguna,5,4,0.9675153643546971,1
B,2.0,apertura,3,4,0.9669520684964391,1
B,2.0,apertura,5,4,0.9629629629629629,1
B,2.0,cierre,3,4,0.981904012588513,1
B,2.0,cierre,5,4,0.9861274394545027,1
B,2.0,ap>ci,3,4,0.9822653109482147,1
B,2.0,ap>ci,5,4,0.9844673973034771,1
B,2.0,ci>ap,3,4,0.9828319420381162,1
B,2.0,ci>ap,5,4,0.9877454831107619,1
B,1.0,ninguna,5,5,0.939578759046922,0
B,1.0,apertura,3,5,0.9399900810051248,1
B,1.0,apertura,5,5,0.928613273077245,0
B,1.0,cierre,3,5,0.9811202995787174,0
B,1.0,cierre,5,5,0.9791972778594076,0
B,1.0,ap>ci,3,5,0.981821068508375,1
B,1.0,ap>ci,5,5,0.9840514163294454,1
B,1.0,ci>ap,3,5,0.988597939765668,1
B,1.0,ci>ap,5,5,0.988367554063549,1
B,2.0,ninguna,5,5,0.9776478951109707,1
B,2.0,apertura,3,5,0.9773841530918868,1
B,2.0,apertura,5,5,0.9765302886140184,1
B,2.0,cierre,3,5,0.9856616782888036,1
B,2.0,cierre,5,5,0.9882003594592482,1
B,2.0,ap>ci,3,5,0.9854867812034204,1
B,2.0,ap>ci,5,5,0.9884012539184953,1
B,2.0,ci>ap,3,5,0.9857366771159874,1
B,2.0,ci>ap,5,5,0.9890505240106366,1
B,1.0,ninguna,5,6,0.9387755102040817,0
B,1.0,apertura,3,6,0.9397946611909651,1
B,1.0,apertura,5,6,0.9292609853528628,0
B,1.0,cierre,3,6,0.9801796221740476,0
B,1.0,cierre,5,6,0.9787628388292532,0
B,1.0,ap>ci,3,6,0.9796950304179506,1
B,1.0,ap>ci,5,6,0.9818037974683544,1
B,1.0,ci>ap,3,6,0.9890625,1
B,1.0,ci>ap,5,6,0.9890744498205088,1
B,2.0,ninguna,5,6,0.9728746540134441,1
B,2.0,apertura,3,6,0.9729943771283757,1
B,2.0,apertura,5,6,0.9711515536835413,1
B,2.0,cierre,3,6,0.9865855560754953,1
B,2.0,cierre,5,6,0.9869016061125838,1
B,2.0,ap>ci,3,6,0.9867999687573225,1
B,2.0,ap>ci,5,6,0.9867751780264497,1
B,2.0,ci>ap,3,6,0.9871244635193133,1
B,2.0,ci>ap,5,6,0.9879800187324383,1
B,1.0,ninguna,5,7,0.9361079499268412,0
B,1.0,apertura,3,7,0.9378876850549995,1
B,1.0,apertura,5,7,0.9261587461235438,0
B,1.0,cierre,3,7,0.9788161993769471,0
B,1.0,cierre,5,7,0.9802340903805906,0
B,1.0,ap>ci,3,7,0.9810392701309004,1
B,1.0,ap>ci,5,7,0.9803422204536411,1
B,1.0,ci>ap,3,7,0.9878892733564014,1
B,1.0,ci>ap,5,7,0.9905970850963799,1
B,2.0,ninguna,5,7,0.974627339042182,1
B,2.0,apertura,3,7,0.9742857142857143,1
B,2.0,apertura,5,7,0.9702875399361023,1
B,2.0,cierre,3,7,0.9847699795886324,1
B,2.0,cierre,5,7,0.9885901844326352,1
B,2.0,ap>ci,3,7,0.9843614931237721,1
B,2.0,ap>ci,5,7,0.986159169550173,1
B,2.0,ci>ap,3,7,0.9849246231155779,1
B,2.0,ci>ap,5,7,0.989285993587237,1
B,1.0,ninguna,5,8,0.9373071300958259,0
B,1.0,apertura,3,8,0.9399339933993399,1
B,1.0,apertura,5,8,0.9246627000754211,0
B,1.0,cierre,3,8,0.9808709175738725,0
B,1.0,cierre,5,8,0.980666200791987,0
B,1.0,ap>ci,3,8,0.9825783972125436,1
B,1.0,ap>ci,5,8,0.9802113963283796,1
B,1.0,ci>ap,3,8,0.989410934190917,1
B,1.0,ci>ap,5,8,0.9894208917796411,1
B,2.0,ninguna,5,8,0.9728611221647433,1
B,2.0,apertura,3,8,0.9720982142857143,1
B,2.0,apertura,5,8,0.9672972106444373,1
B,2.0,cierre,3,8,0.9880821702995138,1
B,2.0,cierre,5,8,0.9886372541336886,1
B,2.0,ap>ci,3,8,0.9883091408395449,1
B,2.0,ap>ci,5,8,0.9869476332756723,1
B,2.0,ci>ap,3,8,0.9884678747940692,1
B,2.0,ci>ap,5,8,0.9891798651403482,1
B,1.0,ninguna,5,9,0.9346144450777624,0
B,1.0,apertura,3,9,0.9352863290301224,1
B,1.0,apertura,5,9,0.9237743451981195,0
B,1.0,cierre,3,9,0.9828349514563107,0
B,1.0,cierre,5,9,0.9833061573103502,0
B,1.0,ap>ci,3,9,0.9784835252084161,1
B,1.0,ap>ci,5,9,0.9850368141873169,1
B,1.0,ci>ap,3,9,0.990602975724354,1
B,1.0,ci>ap,5,9,0.9918546365914787,1
B,2.0,ninguna,5,9,0.970662860767523,1
B,2.0,apertura,3,9,0.9697402906838217,1
B,2.0,apertura,5,9,0.967896120449295,1
B,2.0,cierre,3,9,0.982043440759037,1
B,2.0,cierre,5,9,0.9876004055213289,1
B,2.0,ap>ci,3,9,0.9813898704358068,1
B,2.0,ap>ci,5,9,0.987575212940533,1
B,2.0,ci>ap,3,9,0.98242861625353,1
B,2.0,ci>ap,5,9,0.9883711855147116,1
B,1.0,ninguna,5,10,0.9325455440669621,0
B,1.0,apertura,3,10,0.9313040585495675,1
B,1.0,apertura,5,10,0.9217318200924758,0
B,1.0,cierre,3,10,0.9813829787234043,0
B,1.0,cierre,5,10,0.9832541475192772,0
B,1.0,ap>ci,3,10,0.9773993315295241,1
B,1.0,ap>ci,5,10,0.9806882301517921,1
B,1.0,ci>ap,3,10,0.9864737338785782,1
B,1.0,ci>ap,5,10,0.9894951395421763,1
B,2.0,ninguna,5,10,0.965676883780332,1
B,2.0,apertura,3,10,0.9648715691766024,1
B,2.0,apertura,5,10,0.9630223790807733,1
B,2.0,cierre,3,10,0.9812092145608932,1
B,2.0,cierre,5,10,0.9850418983475605,1
B,2.0,ap>ci,3,10,0.979649787032655,1
B,2.0,ap>ci,5,10,0.9821302054632763,1
B,2.0,ci>ap,3,10,0.981826764219967,1
B,2.0,ci>ap,5,10,0.9856526852214818,1
B,1.0,ninguna,5,11,0.9370651998058567,0
B,1.0,apertura,3,11,0.9412539081783775,1
B,1.0,apertura,5,11,0.9279678741738475,0
B,1.0,cierre,3,11,0.9788027020731423,0
B,1.0,cierre,5,11,0.9794181367997524,0
B,1.0,ap>ci,3,11,0.9809976247030879,1
B,1.0,ap>ci,5,11,0.9796958356557051,1
B,1.0,ci>ap,3,11,0.9882334483840602,1
B,1.0,ci>ap,5,11,0.990374833711558,1
B,2.0,ninguna,5,11,0.9768324503834902,0
B,2.0,apertura,3,11,0.9770387965162312,1
B,2.0,apertura,5,11,0.9719029374201787,1
B,2.0,cierre,3,11,0.9863721804511278,0
B,2.0,cierre,5,11,0.9874823971209513,0
B,2.0,ap>ci,3,11,0.9847556184189847,1
B,2.0,ap>ci,5,11,0.985267470259198,1
B,2.0,ci>ap,3,11,0.9869091479187897,1
B,2.0,ci>ap,5,11,0.9883256287706652,1
B,1.0,ninguna,5,12,0.9343208268902091,0
B,1.0,apertura,3,12,0.9365764569151586,1
B,1.0,apertura,5,12,0.9276552938217788,0
B,1.0,cierre,3,12,0.9778401997503121,0
B,1.0,cierre,5,12,0.9794430222635948,0
B,1.0,ap>ci,3,12,0.9805856142584342,1
B,1.0,ap>ci,5,12,0.983309489747258,1
B,1.0,ci>ap,3,12,0.9880107272440448,1
B,1.0,ci>ap,5,12,0.9905031002276117,1
B,2.0,ninguna,5,12,0.9717026378896882,0
B,2.0,apertura,3,12,0.9718219660582773,1
B,2.0,apertura,5,12,0.9691467138036317,1
B,2.0,cierre,3,12,0.9858888450926291,0
B,2.0,cierre,5,12,0.990111442473709,0
B,2.0,ap>ci,3,12,0.9859466287699352,1
B,2.0,ap>ci,5,12,0.9896858515077553,1
B,2.0,ci>ap,3,12,0.9865867129556573,1
B,2.0,ci>ap,5,12,0.9909626719056974,1
B,1.0,ninguna,5,13,0.9351307189542484,0
B,1.0,apertura,3,13,0.9371940595702315,1
B,1.0,apertura,5,13,0.9219738506959089,0
B,1.0,cierre,3,13,0.9835528879881519,0
B,1.0,cierre,5,13,0.9817504077036577,0
B,1.0,ap>ci,3,13,0.9823641563393708,1
B,1.0,ap>ci,5,13,0.9811049988041138,1
B,1.0,ci>ap,3,13,0.9915121031122288,1
B,1.0,ci>ap,5,13,0.9902045294255936,1
B,2.0,ninguna,5,13,0.972166839460882,1
B,2.0,apertura,3,13,0.9714148834238262,1
B,2.0,apertura,5,13,0.9669906031644044,1
B,2.0,cierre,3,13,0.9893350062735258,1
B,2.0,cierre,5,13,0.9895743513365212,1
B,2.0,ap>ci,3,13,0.988536432160804,1
B,2.0,ap>ci,5,13,0.9871643436491062,1
B,2.0,ci>ap,3,13,0.9894885472230939,1
B,2.0,ci>ap,5,13,0.9901160966426106,1
B,1.0,ninguna,5,14,0.9331392998625596,0
B,1.0,apertura,3,14,0.9380093850333415,1
B,1.0,apertura,5,14,0.9255880137272956,0
B,1.0,cierre,3,14,0.9780559418946068,0
B,1.0,cierre,5,14,0.9771886559802713,0
B,1.0,ap>ci,3,14,0.9794336339186838,1
B,1.0,ap>ci,5,14,0.9811081123987935,1
B,1.0,ci>ap,3,14,0.9882077313549394,1
B,1.0,ci>ap,5,14,0.9893866083970657,1
B,2.0,ninguna,5,14,0.9708768597657487,1
B,2.0,apertura,3,14,0.9710845282420978,1
B,2.0,apertura,5,14,0.9666108853295083,1
B,2.0,cierre,3,14,0.9827114135961824,1
B,2.0,cierre,5,14,0.9865233309963387,1
B,2.0,ap>ci,3,14,0.9828490876341138,1
B,2.0,ap>ci,5,14,0.984417821627124,1
B,2.0,ci>ap,3,14,0.9833268101761252,1
B,2.0,ci>ap,5,14,0.9872904483430799,1
B,1.0,ninguna,5,15,0.9361145194274029,0
B,1.0,apertura,3,15,0.9374222958972234,0
B,1.0,apertura,5,15,0.9278419554662649,0
B,1.0,cierre,3,15,0.9832838618965787,0
B,1.0,cierre,5,15,0.9840848806366048,0
B,1.0,ap>ci,3,15,0.9791368052237618,1
B,1.0,ap>ci,5,15,0.9811470845597009,1
B,1.0,ci>ap,3,15,0.9896177442189712,1
B,1.0,ci>ap,5,15,0.9904163393558523,1
B,2.0,ninguna,5,15,0.9749069896303333,0
B,2.0,apertura,3,15,0.9750297265160524,1
B,2.0,apertura,5,15,0.9721934507210581,1
B,2.0,cierre,3,15,0.9856684156942596,0
B,2.0,cierre,5,15,0.9865435769050227,0
B,2.0,ap>ci,3,15,0.9856436808660861,1
B,2.0,ap>ci,5,15,0.9848914069877243,1
B,2.0,ci>ap,3,15,0.986284191551062,1
B,2.0,ci>ap,5,15,0.9877007442224833,1
B,1.0,ninguna,5,16,0.9387622149837134,0
B,1.0,apertura,3,16,0.939298709890837,1
B,1.0,apertura,5,16,0.9237743451981195,1
B,1.0,cierre,3,16,0.9832749902761572,0
B,1.0,cierre,5,16,0.9830719055753999,0
B,1.0,ap>ci,3,16,0.9819826970394476,1
B,1.0,ap>ci,5,16,0.9787335722819593,1
B,1.0,ci>ap,3,16,0.990282131661442,1
B,1.0,ci>ap,5,16,0.9916177046611829,1
B,2.0,ninguna,5,16,0.9728395061728395,1
B,2.0,apertura,3,16,0.9724170918367347,1
B,2.0,apertura,5,16,0.9682131963397014,1
B,2.0,cierre,3,16,0.9891832575638815,1
B,2.0,cierre,5,16,0.9896616541353384,1
B,2.0,ap>ci,3,16,0.9892574296244021,1
B,2.0,ap>ci,5,16,0.9868369196815638,1
B,2.0,ci>ap,3,16,0.9892574296244021,1
B,2.0,ci>ap,5,16,0.9900446813514149,1
B,1.0,ninguna,5,17,0.9427121102248006,0
B,1.0,apertura,3,17,0.944449003036022,0
B,1.0,apertura,5,17,0.9364133134624938,0
B,1.0,cierre,3,17,0.9797501745674606,0
B,1.0,cierre,5,17,0.979547567400062,0
B,1.0,ap>ci,3,17,0.9837282780410742,1
B,1.0,ap>ci,5,17,0.9830588980367321,1
B,1.0,ci>ap,3,17,0.98864437309108,1
B,1.0,ci>ap,5,17,0.9890402379834038,1
B,2.0,ninguna,5,17,0.9809208451592557,1
B,2.0,apertura,3,17,0.9809088040391291,1
B,2.0,apertura,5,17,0.9787099327265533,1
B,2.0,cierre,3,17,0.9877857813968055,1
B,2.0,cierre,5,17,0.9881008298105527,1
B,2.0,ap>ci,3,17,0.9876194953769002,1
B,2.0,ap>ci,5,17,0.9866499136170881,1
B,2.0,ci>ap,3,17,0.9879385964912281,1
B,2.0,ci>ap,5,17,0.9885579937304075,1
B,1.0,ninguna,5,18,0.9340668230725669,0
B,1.0,apertura,3,18,0.9380267724343084,0
B,1.0,apertura,5,18,0.9237871411784455,0
B,1.0,cierre,3,18,0.979737045630317,0
B,1.0,cierre,5,18,0.9775003852673756,0
B,1.0,ap>ci,3,18,0.9837906222819641,1
B,1.0,ap>ci,5,18,0.9833491912464319,1
B,1.0,ci>ap,3,18,0.9912349350446079,1
B,1.0,ci>ap,5,18,0.9907826902046555,1
B,2.0,ninguna,5,18,0.9725396825396826,1
B,2.0,apertura,3,18,0.9703963074964189,1
B,2.0,apertura,5,18,0.9661410389818298,1
B,2.0,cierre,3,18,0.9886727599406296,1
B,2.0,cierre,5,18,0.9887517575378847,1
B,2.0,ap>ci,3,18,0.9858912055181063,1
B,2.0,ap>ci,5,18,0.9842717835797421,1
B,2.0,ci>ap,3,18,0.9888272521290726,1
B,2.0,ci>ap,5,18,0.9889027821194123,1
B,1.0,ninguna,5,19,0.9445432497978982,0
B,1.0,apertura,3,19,0.9487221494102228,1
B,1.0,apertura,5,19,0.936300971680093,1
B,1.0,cierre,3,19,0.9778298204527712,0
B,1.0,cierre,5,19,0.9813664596273292,0
B,1.0,ap>ci,3,19,0.9828009828009828,1
B,1.0,ap>ci,5,19,0.9818788745827373,1
B,1.0,ci>ap,3,19,0.9854342177781277,1
B,1.0,ci>ap,5,19,0.9898926584658779,1
B,2.0,ninguna,5,19,0.9763904294089685,1
B,2.0,apertura,3,19,0.9764453961456103,1
B,2.0,apertura,5,19,0.9749662242708416,1
B,2.0,cierre,3,19,0.984436409369596,1
B,2.0,cierre,5,19,0.9886497064579256,1
B,2.0,ap>ci,3,19,0.9844192634560907,1
B,2.0,ap>ci,5,19,0.9872006281900275,1
B,2.0,ci>ap,3,19,0.9847412301400031,1
B,2.0,ci>ap,5,19,0.9891125558079423,1
B,1.0,ninguna,5,20,0.9302287447733049,0
B,1.0,apertura,3,20,0.9296080066722269,0
B,1.0,apertura,5,20,0.9163494882855451,0
B,1.0,cierre,3,20,0.9832749902761572,0
B,1.0,cierre,5,20,0.9830719055753999,0
B,1.0,ap>ci,3,20,0.9781847133757962,1
B,1.0,ap>ci,5,20,0.9805044959019654,1
B,1.0,ci>ap,3,20,0.9905135241081928,1
B,1.0,ci>ap,5,20,0.9908429208734445,1
B,2.0,ninguna,5,20,0.9711653030423385,1
B,2.0,apertura,3,20,0.9702418841502228,1
B,2.0,apertura,5,20,0.967896502156205,1
B,2.0,cierre,3,20,0.9871754770096965,1
B,2.0,cierre,5,20,0.9878105954055321,1
B,2.0,ap>ci,3,20,0.9867689657872074,1
B,2.0,ap>ci,5,20,0.9857961233618457,1
B,2.0,ci>ap,3,20,0.9874823971209513,1
B,2.0,ci>ap,5,20,0.9884266499843604,1
B,1.0,ninguna,5,21,0.9378604500040614,0
B,1.0,apertura,3,21,0.9408553230209281,1
B,1.0,apertura,5,21,0.9282721635662812,1
B,1.0,cierre,3,21,0.9816827072337784,0
B,1.0,cierre,5,21,0.9790555684365098,0
B,1.0,ap>ci,3,21,0.9803328290468987,1
B,1.0,ap>ci,5,21,0.9828216955622714,1
B,1.0,ci>ap,3,21,0.9918431372549019,1
B,1.0,ci>ap,5,21,0.9913887584155315,1
B,2.0,ninguna,5,21,0.97656684407022,1
B,2.0,apertura,3,21,0.9770919503658925,1
B,2.0,apertura,5,21,0.9748167038571884,1
B,2.0,cierre,3,21,0.9878249941088681,1
B,2.0,cierre,5,21,0.9910728269381363,1
B,2.0,ap>ci,3,21,0.9885961462839167,1
B,2.0,ap>ci,5,21,0.9897911104130673,1
B,2.0,ci>ap,3,21,0.9885238170099041,1
B,2.0,ci>ap,5,21,0.991616391130612,1
B,1.0,ninguna,5,22,0.9388086349618568,0
B,1.0,apertura,3,22,0.9422507403751234,1
B,1.0,apertura,5,22,0.9280106898279605,0
B,1.0,cierre,3,22,0.982371670420129,0
B,1.0,cierre,5,22,0.9805772653408651,0
B,1.0,ap>ci,3,22,0.9833188394339474,1
B,1.0,ap>ci,5,22,0.9807035654728817,1
B,1.0,ci>ap,3,22,0.9899053134048048,1
B,1.0,ci>ap,5,22,0.9899226622920084,1
B,2.0,ninguna,5,22,0.9747646546950399,1
B,2.0,apertura,3,22,0.9744158415841584,1
B,2.0,apertura,5,22,0.9712831119242702,1
B,2.0,cierre,3,22,0.9875,1
B,2.0,cierre,5,22,0.9878953533775868,1
B,2.0,ap>ci,3,22,0.9870922318704529,1
B,2.0,ap>ci,5,22,0.985964086881518,1
B,2.0,ci>ap,3,22,0.9878858929269245,1
B,2.0,ci>ap,5,22,0.9885111371629542,1
B,1.0,ninguna,5,23,0.929377145659637,0
B,1.0,apertura,3,23,0.9331000583187536,1
B,1.0,apertura,5,23,0.9177108025736539,0
B,1.0,cierre,3,23,0.9794808021140992,0
B,1.0,cierre,5,23,0.978746509463233,0
B,1.0,ap>ci,3,23,0.9817950552508149,1
B,1.0,ap>ci,5,23,0.9796472184531886,1
B,1.0,ci>ap,3,23,0.9897830870795348,1
B,1.0,ci>ap,5,23,0.9904193497722632,1
B,2.0,ninguna,5,23,0.9735230977180568,1
B,2.0,apertura,3,23,0.9735020291238959,1
B,2.0,apertura,5,23,0.9709450830140486,1
B,2.0,cierre,3,23,0.9885615794421811,1
B,2.0,cierre,5,23,0.989355040701315,1
B,2.0,ap>ci,3,23,0.9887904679783648,1
B,2.0,ap>ci,5,23,0.9886247744567349,1
B,2.0,ci>ap,3,23,0.9889489771925699,1
B,2.0,ci>ap,5,23,0.9895825174277434,1
B,1.0,ninguna,5,24,0.9371354504212573,0
B,1.0,apertura,3,24,0.939001238134544,1
B,1.0,apertura,5,24,0.9270781067068071,0
B,1.0,cierre,3,24,0.9791957770532526,0
B,1.0,cierre,5,24,0.9787069299264421,0
B,1.0,ap>ci,3,24,0.9783818152916866,1
B,1.0,ap>ci,5,24,0.9798027989821882,1
B,1.0,ci>ap,3,24,0.9894786432160804,1
B,1.0,ci>ap,5,24,0.9905926622765757,1
B,2.0,ninguna,5,24,0.9758568827673554,0
B,2.0,apertura,3,24,0.9749365482233503,1
B,2.0,apertura,5,24,0.9722797514736339,1
B,2.0,cierre,3,24,0.9862906384645516,0
B,2.0,cierre,5,24,0.9873239436619718,0
B,2.0,ap>ci,3,24,0.9853206688123086,1
B,2.0,ap>ci,5,24,0.9841744744508306,1
B,2.0,ci>ap,3,24,0.986436691493532,1
B,2.0,ci>ap,5,24,0.9880159786950732,1
B,1.0,ninguna,5,25,0.9353031901940092,0
B,1.0,apertura,3,25,0.9387112804373033,0
B,1.0,apertura,5,25,0.9221304567672342,0
B,1.0,cierre,3,25,0.9818379385284073,0
B,1.0,cierre,5,25,0.981012167712935,0
B,1.0,ap>ci,3,25,0.9821272539518627,1
B,1.0,ap>ci,5,25,0.9796569605105704,1
B,1.0,ci>ap,3,25,0.9922334666980466,1
B,1.0,ci>ap,5,25,0.9927831816755569,1
B,2.0,ninguna,5,25,0.9747832312465198,1
B,2.0,apertura,3,25,0.9743385400063755,1
B,2.0,apertura,5,25,0.9706965572457966,1
B,2.0,cierre,3,25,0.9867169692682544,1
B,2.0,cierre,5,25,0.9898926584658779,1
B,2.0,ap>ci,3,25,0.9867737364194615,1
B,2.0,ap>ci,5,25,0.9880352644836272,1
B,2.0,ci>ap,3,25,0.9870252418023119,1
B,2.0,ci>ap,5,25,0.9904358733145187,1
B,1.0,ninguna,5,26,0.9394649640345915,0
B,1.0,apertura,3,26,0.9433248334293,1
B,1.0,apertura,5,26,0.9293587174348698,0
B,1.0,cierre,3,26,0.9802218257969441,0
B,1.0,cierre,5,26,0.9791972778594076,0
B,1.0,ap>ci,3,26,0.9845861987194688,1
B,1.0,ap>ci,5,26,0.9829459823907353,1
B,1.0,ci>ap,3,26,0.9907494512386328,1
B,1.0,ci>ap,5,26,0.9908443540183113,1
B,2.0,ninguna,5,26,0.9770569620253164,1
B,2.0,apertura,3,26,0.9771234069500514,1
B,2.0,apertura,5,26,0.977415009113242,1
B,2.0,cierre,3,26,0.9896069391263578,1
B,2.0,cierre,5,26,0.9900046853037638,1
B,2.0,ap>ci,3,26,0.9893633661817614,1
B,2.0,ap>ci,5,26,0.9905343033716655,1
B,2.0,ci>ap,3,26,0.9899163605096537,1
B,2.0,ci>ap,5,26,0.9907009455341096,1
B,1.0,ninguna,5,27,0.9322767747733028,0
B,1.0,apertura,3,27,0.9346275095404015,0
B,1.0,apertura,5,27,0.9208620979962957,0
B,1.0,cierre,3,27,0.9817813765182186,0
B,1.0,cierre,5,27,0.9827452199595834,0
B,1.0,ap>ci,3,27,0.9787673956262426,1
B,1.0,ap>ci,5,27,0.9797867260862645,1
B,1.0,ci>ap,3,27,0.9896389324960754,1
B,1.0,ci>ap,5,27,0.991214308126765,1
B,2.0,ninguna,5,27,0.9730802826967363,0
B,2.0,apertura,3,27,0.9728139904610493,1
B,2.0,apertura,5,27,0.9709636247606892,1
B,2.0,cierre,3,27,0.9850090259791225,0
B,2.0,cierre,5,27,0.9888202642482996,0
B,2.0,ap>ci,3,27,0.9847580138277813,1
B,2.0,ap>ci,5,27,0.987679510319391,1
B,2.0,ci>ap,3,27,0.985318363821936,1
B,2.0,ci>ap,5,27,0.989355040701315,1
B,1.0,ninguna,5,28,0.9335401698236446,0
B,1.0,apertura,3,28,0.9334108269677848,0
B,1.0,apertura,5,28,0.9181019925700776,0
B,1.0,cierre,3,28,0.982950564421954,0
B,1.0,cierre,5,28,0.9822135922330097,0
B,1.0,ap>ci,3,28,0.9810422780994685,1
B,1.0,ap>ci,5,28,0.9787200127520523,1
B,1.0,ci>ap,3,28,0.9908184885819665,1
B,1.0,ci>ap,5,28,0.9914516508509137,1
B,2.0,ninguna,5,28,0.972520908004779,0
B,2.0,apertura,3,28,0.9724814548935152,1
B,2.0,apertura,5,28,0.9719536556132641,1
B,2.0,cierre,3,28,0.9899780770435327,0
B,2.0,cierre,5,28,0.9905313404804758,0
B,2.0,ap>ci,3,28,0.9875029474180618,1
B,2.0,ap>ci,5,28,0.990822809632128,1
B,2.0,ci>ap,3,28,0.9906761733134843,1
B,2.0,ci>ap,5,28,0.9913820119084926,1
B,1.0,ninguna,5,29,0.9346618752041816,0
B,1.0,apertura,3,29,0.934974222517878,1
B,1.0,apertura,5,29,0.9245918195589968,0
B,1.0,cierre,3,29,0.9841937242077397,0
B,1.0,cierre,5,29,0.9842948219561499,0
B,1.0,ap>ci,3,29,0.9786317971615373,1
B,1.0,ap>ci,5,29,0.9819137917297427,1
B,1.0,ci>ap,3,29,0.992696143878112,1
B,1.0,ci>ap,5,29,0.993329671192027,1
B,2.0,ninguna,5,29,0.972011801291763,1
B,2.0,apertura,3,29,0.9712368168744008,1
B,2.0,apertura,5,29,0.9638534774891077,1
B,2.0,cierre,3,29,0.9888644918444166,1
B,2.0,cierre,5,29,0.9896600344665518,1
