dominio,imagen,sigma_u,alfa,ganancia_borde,amp_ruido,rms_rel,d_entropia
clima,clima_05_hurricane_michael.jpg,1.5,0.5,1.3097519842043879,1.5133885365353676,1.0403954724190565,0.06032857911597045
clima,clima_05_hurricane_michael.jpg,1.5,1.0,1.6211639641198818,2.012816005201442,1.087318453199817,0.11913891809255617
clima,clima_05_hurricane_michael.jpg,1.5,1.5,1.923252920124203,2.5259639336319193,1.1371492144098196,0.15691773452986357
clima,clima_05_hurricane_michael.jpg,1.5,2.0,2.19942196873458,3.0513907438351935,1.186402899637357,0.1693868670314158
clima,clima_05_hurricane_michael.jpg,2.0,0.5,1.372728736462145,1.5167487674528877,1.053508509977221,0.07695625301785736
clima,clima_05_hurricane_michael.jpg,2.0,1.0,1.7385009063656969,2.0249967387455663,1.1148948081681544,0.14267862291974964
clima,clima_05_hurricane_michael.jpg,2.0,1.5,2.080036807880972,2.5592842219475176,1.177288381349041,0.1680837900614307
clima,clima_05_hurricane_michael.jpg,2.0,2.0,2.379548881211123,3.1041920060959574,1.2360438206965199,0.15607788112599685
clima,clima_05_hurricane_michael.jpg,3.0,0.5,1.431662248917078,1.5202117020020998,1.074043379737971,0.1003786390867516
clima,clima_05_hurricane_michael.jpg,3.0,1.0,1.847034504314783,2.037754351962861,1.1560116947227492,0.16348514934263125
clima,clima_05_hurricane_michael.jpg,3.0,1.5,2.20911973886454,2.588015148785675,1.233758815303728,0.15847470960649446
clima,clima_05_hurricane_michael.jpg,3.0,2.0,2.520491761612227,3.1457588162578194,1.3023828422033052,0.09348867509618142
clima,clima_06_lake_chad_1973_2007.jpg,1.0,0.5,1.2174555978486932,1.4865288336962472,1.0131921187495736,-0.010571272100248663
clima,clima_06_lake_chad_1973_2007.jpg,1.0,1.0,1.4472721988449,1.9620649677836488,1.027276803720722,-0.013413551248333988
clima,clima_06_lake_chad_1973_2007.jpg,1.0,1.5,1.6734860533693419,2.4426930441912718,1.0431348447676003,-0.024946285650385036
clima,clima_06_lake_chad_1973_2007.jpg,1.0,2.0,1.8938357351244797,2.9235601731086986,1.0600931244202008,-0.020408655710575374
clima,clima_06_lake_chad_1973_2007.jpg,1.5,0.5,1.3103725334340146,1.5069870218020842,1.018695150551286,-0.022843947021248923
clima,clima_06_lake_chad_1973_2007.jpg,1.5,1.0,1.623880470494581,2.0064816672735875,1.0393275590307074,-0.022464281462957203
clima,clima_06_lake_chad_1973_2007.jpg,1.5,1.5,1.9269832971539649,2.5095769637606304,1.062315739629303,-0.023491380286033703
clima,clima_06_lake_chad_1973_2007.jpg,1.5,2.0,2.2143317463381584,3.0123229710882713,1.0870362572889514,-0.02328523484579481
clima,clima_06_lake_chad_1973_2007.jpg,2.0,0.5,1.3557936212083466,1.5083135774393883,1.0228737068137577,-0.024498153007085577
clima,clima_06_lake_chad_1973_2007.jpg,2.0,1.0,1.715365262372854,2.011636778909871,1.048456873016939,-0.029523178710629594
clima,clima_06_lake_chad_1973_2007.jpg,2.0,1.5,2.0574775930775897,2.518660959133168,1.076792551016536,-0.027695507238814976
clima,clima_06_lake_chad_1973_2007.jpg,2.0,2.0,2.3753969247311124,3.026808562291139,1.1069513097490664,-0.03336038031680033
clima,clima_06_lake_chad_1973_2007.jpg,3.0,0.5,1.3958781890711724,1.5089118280209177,1.0295341636389552,-0.02989813396361196
clima,clima_06_lake_chad_1973_2007.jpg,3.0,1.0,1.7908161952380903,2.0152646794343,1.0627307596202613,-0.03219134688035474
clima,clima_06_lake_chad_1973_2007.jpg,3.0,1.5,2.1599144282981273,2.5209115208446358,1.0990584201305416,-0.034689232213485965
clima,clima_06_lake_chad_1973_2007.jpg,3.0,2.0,2.4972258589257184,3.0290777032132126,1.1366351305856772,-0.055190037437521156
clima,clima_07_pasterze_glacier.jpg,1.0,0.5,1.1976897614683166,1.5035727528370475,1.013003417182783,0.03978470945246926
clima,clima_07_pasterze_glacier.jpg,1.0,1.0,1.4094923921586415,1.9615660387916811,1.028327531263733,0.0800498752872123
clima,clima_07_pasterze_glacier.jpg,1.0,1.5,1.6242461936750352,2.4314268366219323,1.0455869402602929,0.1220973253244928
clima,clima_07_pasterze_glacier.jpg,1.0,2.0,1.8325194766867912,2.9166450064875944,1.0640125761963293,0.16109723430852618
clima,clima_07_pasterze_glacier.jpg,1.5,0.5,1.2995525229819198,1.5267183756591536,1.022047536676751,0.06165783562513827
clima,clima_07_pasterze_glacier.jpg,1.5,1.0,1.6103564565079453,2.013615841339755,1.0482969072996569,0.125968015231412
clima,clima_07_pasterze_glacier.jpg,1.5,1.5,1.9157512498875906,2.5291826677426155,1.0767544325178555,0.1762863772292107
clima,clima_07_pasterze_glacier.jpg,1.5,2.0,2.1979815053741523,3.052968682257463,1.1059976208240883,0.20955610076796471
clima,clima_07_pasterze_glacier.jpg,2.0,0.5,1.360948646397989,1.5286298755668475,1.0300975232972385,0.08013674046135488
clima,clima_07_pasterze_glacier.jpg,2.0,1.0,1.7249749936358203,2.0289109784944492,1.0655692589267947,0.15959075152868518
clima,clima_07_pasterze_glacier.jpg,2.0,1.5,2.0717836418581954,2.5601902818403324,1.1029001716609859,0.2075192840451887
clima,clima_07_pasterze_glacier.jpg,2.0,2.0,2.3895473720692206,3.102874257822898,1.1401830845620564,0.22869704353774534
clima,clima_07_pasterze_glacier.jpg,3.0,0.5,1.424407575064128,1.5280796983020337,1.0436942256523982,0.11031195296008978
clima,clima_07_pasterze_glacier.jpg,3.0,1.0,1.8373415405355729,2.0411273194913897,1.0937934437493335,0.20207904122250042
clima,clima_07_pasterze_glacier.jpg,3.0,1.5,2.2122364068691374,2.585991608227765,1.144413186118303,0.236001127396964
clima,clima_07_pasterze_glacier.jpg,3.0,2.0,2.539576944781742,3.1425733129509736,1.19219385531396,0.21632283907988548
clima,clima_08_san_martinho_madeira.jpg,1.0,0.5,1.2111354216375692,1.5042783891882758,1.048044990730191,0.05444752442433742
clima,clima_08_san_martinho_madeira.jpg,1.0,1.0,1.426215837171781,1.9695133178853999,1.101165811690256,0.0949241653702595
clima,clima_08_san_martinho_madeira.jpg,1.0,1.5,1.6301749371763687,2.4578482987897035,1.1534100957008169,0.1171510827243818
clima,clima_08_san_martinho_madeira.jpg,1.0,2.0,1.8140577012703643,2.938941429032535,1.203332490382477,0.13649103068583024
clima,clima_08_san_martinho_madeira.jpg,1.5,0.5,1.3136482382585946,1.5275441612804692,1.0771387390988212,0.08132722859513919
clima,clima_08_san_martinho_madeira.jpg,1.5,1.0,1.6156502551319007,2.0403952148473463,1.1565513031727723,0.12596586098262108
clima,clima_08_san_martinho_madeira.jpg,1.5,1.5,1.8821807699876905,2.5586767537965738,1.231251745903777,0.15450582206154273
clima,clima_08_san_martinho_madeira.jpg,1.5,2.0,2.1204140678628134,3.063494544963523,1.3021771147154408,0.17621587704705988
clima,clima_08_san_martinho_madeira.jpg,2.0,0.5,1.376183530325774,1.5353225255566056,1.1001108649693803,0.0993327894303846
clima,clima_08_san_martinho_madeira.jpg,2.0,1.0,1.7175578811339596,2.060503282986742,1.1982519610934617,0.14844483262559738
clima,clima_08_san_martinho_madeira.jpg,2.0,1.5,2.0155357984292914,2.5826378995239256,1.2892017923837373,0.17886696213766484
clima,clima_08_san_martinho_madeira.jpg,2.0,2.0,2.277155651254136,3.095058947898968,1.3736562651345972,0.18451309911722902
clima,clima_08_san_martinho_madeira.jpg,3.0,0.5,1.4316117450284545,1.5432279778491362,1.1331235129598671,0.12439404660014386
clima,clima_08_san_martinho_madeira.jpg,3.0,1.0,1.8054203898859635,2.069907796199924,1.2566921195418774,0.17668559919071214
clima,clima_08_san_martinho_madeira.jpg,3.0,1.5,2.124390146647784,2.5888720721917697,1.3675713140515895,0.19132891399058494
clima,clima_08_san_martinho_madeira.jpg,3.0,2.0,2.3947360635726698,3.1110207695034977,1.4654854832564568,0.15941399689674363
clima,clima_09_larsen_b_collapse.jpg,1.0,0.5,1.2117519251805782,1.4877505081189764,1.0221779432520897,-0.06922494705407711
clima,clima_09_larsen_b_collapse.jpg,1.0,1.0,1.4150542086762674,1.9976617949753737,1.0434996665610807,-0.18661256175627372
clima,clima_09_larsen_b_collapse.jpg,1.0,1.5,1.5929237783347954,2.5180249757895905,1.061837396416584,-0.3109721308224689
clima,clima_09_larsen_b_collapse.jpg,1.0,2.0,1.7417437771023385,3.014156597697843,1.0778425892396515,-0.4220010949982793
clima,clima_09_larsen_b_collapse.jpg,1.5,0.5,1.305276431000052,1.5353620023118855,1.0325911445642595,-0.1431574740891186
clima,clima_09_larsen_b_collapse.jpg,1.5,1.0,1.5679056666277429,2.109775318471749,1.0604702042516425,-0.33080821191725374
clima,clima_09_larsen_b_collapse.jpg,1.5,1.5,1.7804921280819703,2.6695324365435833,1.0832606143681967,-0.4912448892399688
clima,clima_09_larsen_b_collapse.jpg,1.5,2.0,1.943600399413509,3.192191523196051,1.1023460109166274,-0.6344847705985597
clima,clima_09_larsen_b_collapse.jpg,2.0,0.5,1.3549633313627736,1.5532030941384842,1.0398578301588175,-0.20725472233424647
clima,clima_09_larsen_b_collapse.jpg,2.0,1.0,1.6428710332962149,2.144254795259013,1.0717425970463277,-0.43107833934539386
clima,clima_09_larsen_b_collapse.jpg,2.0,1.5,1.8646252063013125,2.710603536540974,1.0971734891008231,-0.6181420073038737
clima,clima_09_larsen_b_collapse.jpg,2.0,2.0,2.035266850895348,3.2362207462939447,1.118177843169095,-0.7792690231494861
clima,clima_09_larsen_b_collapse.jpg,3.0,0.5,1.3977571571045004,1.5661635648438301,1.049719109921542,-0.3119736366381636
clima,clima_09_larsen_b_collapse.jpg,3.0,1.0,1.7014107517308668,2.1606344501963504,1.086726889662083,-0.5759610006998805
clima,clima_09_larsen_b_collapse.jpg,3.0,1.5,1.9325398230944584,2.7190144947561934,1.1156496570969268,-0.7929715533687336
clima,clima_09_larsen_b_collapse.jpg,3.0,2.0,2.103094784384422,3.2322775221418616,1.1392832241702988,-0.9837077570638337
clima,clima_10_marine_debris.jpg,1.0,0.5,1.2023700385370777,1.496750565814818,1.0231578620545558,0.02369971340691901
clima,clima_10_marine_debris.jpg,1.0,1.0,1.4121485122837967,1.9537158211790178,1.050130394436153,0.06081568938018478
clima,clima_10_marine_debris.jpg,1.0,1.5,1.6209673789336148,2.432248081739882,1.0792816441351618,0.08898574101080303
clima,clima_10_marine_debris.jpg,1.0,2.0,1.8202758630372768,2.922097448991581,1.1084064369240285,0.09246455600731185
clima,clima_10_marine_debris.jpg,1.5,0.5,1.3061227165583895,1.5230211472528503,1.0387622479405334,0.04647854383223393
clima,clima_10_marine_debris.jpg,1.5,1.0,1.6124111318139847,2.0322516472038252,1.0831650845211342,0.09096047664373064
clima,clima_10_marine_debris.jpg,1.5,1.5,1.8960902953628316,2.581445325636253,1.127017648263311,0.07957976810267109
clima,clima_10_marine_debris.jpg,1.5,2.0,2.1504219999966963,3.1443587472580368,1.1676676685777072,0.027386274470697636
clima,clima_10_marine_debris.jpg,2.0,0.5,1.3699853689598953,1.5275995270898277,1.0520467448504607,0.0654970816546383
clima,clima_10_marine_debris.jpg,2.0,1.0,1.7267833928816252,2.0676660229923804,1.1090614049380667,0.08859743822565669
clima,clima_10_marine_debris.jpg,2.0,1.5,2.04321442670935,2.6507251262295783,1.1619210935815858,0.033081336955913976
clima,clima_10_marine_debris.jpg,2.0,2.0,2.313617769342458,3.2459655559976364,1.208225300362831,-0.07384894830078803
clima,clima_10_marine_debris.jpg,3.0,0.5,1.4326092558363108,1.5340319481776024,1.0724502679502539,0.08573556878191724
clima,clima_10_marine_debris.jpg,3.0,1.0,1.8252887390132988,2.1052573576184646,1.1455184424393903,0.05128896509904646
clima,clima_10_marine_debris.jpg,3.0,1.5,2.1584917846482687,2.7122581460721955,1.2080418237969934,-0.08175096911065172
clima,clima_10_marine_debris.jpg,3.0,2.0,2.4244767018340214,3.32405934552668,1.2592886106776289,-0.25865859624998144
